OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
4470,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Truck,BLK,60000,Saturday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/6/2022 5:00:00 AM,8/6/2022 5:00:00 AM,2022,"FOXFIELD DR S, HOLITMAN DR S",West,5050140.03,Night,Wilson Lo,500,500,363660.8792,5016468.4454
4471,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,BLU,,Thursday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,6/10/2022 5:00:00 AM,6/9/2022 5:00:00 AM,2022,"TEAKDALE AVE, TEAKDALE AVE",East,5050125.09,Evening,Laura Dudas,1700,1900,380932.9398,5035122.5635
4472,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,RED,,Monday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/1/2022 5:00:00 AM,2/28/2022 5:00:00 AM,2022,"O'CONNOR ST, SECOND AVE",Central,5050018.00,Evening,Shawn Menard,800,2200,368594.9038,5029798.5569
4473,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLU,,Saturday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,8/7/2022 5:00:00 AM,8/6/2022 5:00:00 AM,2022,"ST. LAURENT BLVD, TAWNEY RD",East,5050009.00,Afternoon,Marty Carr,900,1300,373575.9248,5028847.5429
4474,2018,DODGE,RAM 1500 PU,Truck,GRYBLK,,Thursday,Y,Richmond,Ward 21 - Rideau-Jock,Sector 12,6/10/2022 5:00:00 AM,6/9/2022 5:00:00 AM,2022,"MCBEAN ST, STRACHAN ST",West,5050151.03,Afternoon,David Brown,200,1400,357158.8091,5005790.3445
4475,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,RED,,Monday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,3/1/2022 5:00:00 AM,2/28/2022 5:00:00 AM,2022,"SHERWAY DR N, SWEETBRIAR CIRC N",West,5050140.07,Evening,David Hill,1200,2000,363023.8744,5015824.4384
4476,2018,JEEP (1989 AND AFTER),WRANGLER,Suv,GRY,,Sunday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,8/7/2022 5:00:00 AM,8/7/2022 5:00:00 AM,2022,"MONACO PL, SELENE WAY W",East,5050171.09,Night,Catherine Kitts,1400,500,384554.5231,5034960.3404
4477,2021,FORD,ESCAPE,Suv,YEL,,Wednesday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,6/10/2022 5:00:00 AM,3/16/2022 5:00:00 AM,2022,"YORK ST, 72M EAST OF SUSSEX DR ",Central,5050054.00,Afternoon,Stéphanie Plante,1400,1200,367866.9792,5032274.2567
4478,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLU,,Monday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,3/1/2022 5:00:00 AM,2/28/2022 5:00:00 AM,2022,"ALLAN PL, PATTERSON AVE",Central,5050036.00,Evening,Shawn Menard,1000,2100,368281.9019,5030057.5599
4479,2015,NISSAN,,Automobile,GRY,,Sunday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,8/7/2022 5:00:00 AM,8/7/2022 5:00:00 AM,2022,"MAGNUS AVE, MELFORT ST",East,5050010.00,Night,Marty Carr,100,100,374409.9287,5028439.5378
4480,2011,AUDI,,Automobile,GRY,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/10/2022 5:00:00 AM,6/10/2022 5:00:00 AM,2022,"MACLAREN ST, PERCY ST",Central,5050040.00,Morning,Ariel Troster,800,800,367158.8972,5030493.5648
4481,2021,HYUNDAI,SANTA FE,Automobile,BLK,45000,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/10/2022 5:00:00 AM,6/2/2022 5:00:00 AM,2022,"KENT ST, SOMERSET ST",Central,5050040.00,Afternoon,Ariel Troster,1700,1600,367529.3705,5030815.9874
4482,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,GRY,,Monday,N,Bayshore,Ward 7 - Bay,Sector 14,3/1/2022 5:00:00 AM,2/28/2022 5:00:00 AM,2022,"WOODRIDGE CRES, 711M WEST OF BAYSHORE DR",West,5050138.00,Afternoon,Theresa Kavanagh,900,1700,358637.1141,5023264.7644
4483,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Thursday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,6/10/2022 5:00:00 AM,6/9/2022 5:00:00 AM,2022,"DUCLOS AVE, VISENEAU DR, BARRINGTON ST",East,5050125.08,Evening,Laura Dudas,500,2300,381525.9408,5035522.5646
4484,2020,JEEP (1989 AND AFTER),,Suv,WHI,,Saturday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,8/7/2022 5:00:00 AM,8/6/2022 5:00:00 AM,2022,"CANTIN ST, ST. DENIS ST",Central,5050103.00,Evening,Stéphanie Plante,600,2300,370944.9035,5033850.5891
4485,2017,DODGE,,Van,RED,,Tuesday,Y,Greenbelt - Stony Swamp,Ward 8 - College,Sector 15,6/10/2022 5:00:00 AM,6/7/2022 5:00:00 AM,2022,"HIGHWAY 417, HWY 417 MARCH IC138R26",West,5050160.06,,Laine Johnson,1000,,352956.6502,5020257.9388
4486,2021,HYUNDAI,ELANTRA,Automobile,GRY,,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,3/2/2022 5:00:00 AM,3/1/2022 5:00:00 AM,2022,"CUBA AVE, RUSSELL RD",East,5050011.01,Evening,Marty Carr,900,2300,373001.9211,5029505.5486
4487,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,WHI,,Sunday,N,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/8/2022 5:00:00 AM,8/7/2022 5:00:00 AM,2022,"AMBASSADOR AVE, CITY PARK DR",East,5050122.03,Evening,Tim Tierney,800,1800,374192.987,5032621.8741
4488,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,WHI,,Thursday,N,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,6/10/2022 5:00:00 AM,6/9/2022 5:00:00 AM,2022,"HIDDEN VALLEY PRIV S, WOODCLIFFE PRIV",East,5050125.07,Evening,Laura Dudas,700,2000,380067.817,5036163.5053
4489,2019,DODGE,DURANGO,Truck,WHI,,Thursday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,3/3/2022 5:00:00 AM,3/3/2022 5:00:00 AM,2022,"HABITAT TER, LIBERTY WAY",East,5050170.13,Night,Matthew Luloff,1000,100,385570.926,5037462.397
4490,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,WHI,,Sunday,N,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,8/8/2022 5:00:00 AM,8/7/2022 5:00:00 AM,2022,"HOGAN ST, MEADOWLANDS DR",West,5050131.02,Evening,Sean Devine,1200,1900,366124.092,5024894.4972
4491,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,50000,Saturday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/11/2022 5:00:00 AM,6/11/2022 5:00:00 AM,2022,"CRAB TREE ST,HENRY GOULBURN WAY",West,5050151.06,Night,Glen Gower,600,400,350364.7803,5012794.4164
4492,2021,FORD,,Automobile,WHI,30000,Thursday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,3/3/2022 5:00:00 AM,3/3/2022 5:00:00 AM,2022,"SPRINGRIDGE DR, CAPRIHANI WAY",East,5050171.05,Night,Matthew Luloff,300,300,385795.36,5038494.8459
4493,2014,MAZDA,,Suv,BLU,,Monday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,8/8/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"GEORGE ST, DALHOUSIE ST",Central,5050054.00,Afternoon,Stéphanie Plante,1300,1200,368157.8971,5032314.5804
4494,2010,NISSAN,,Automobile,SIL,,Saturday,Y,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,6/11/2022 5:00:00 AM,6/11/2022 5:00:00 AM,2022,"COTE ST, MORIN ST",Central,5050061.00,Evening,Rawlson King,200,2100,371682.3795,5033210.6382
4495,2020,ACURA,RDX,Suv,BLU,,Wednesday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,3/3/2022 5:00:00 AM,3/2/2022 5:00:00 AM,2022,"AUTUMNWOOD ST W, BADEN AVE W",East,5050123.01,Evening,Jessica Bradley,600,2100,372210.927,5022639.5
4496,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,BLU,,Sunday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,8/8/2022 5:00:00 AM,8/7/2022 5:00:00 AM,2022,"KATHLEEN CRES, RANDALL JAMES DR",West,5050151.05,Evening,Glen Gower,800,1800,351110.7912,5014519.428
4497,2020,FORD,,Automobile,WHI,,Saturday,Y,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,6/11/2022 5:00:00 AM,6/11/2022 5:00:00 AM,2022,"CLAYMOR AVE, NORMANDY CRES",West,5050020.02,,Riley Brockington,700,,367122.6378,5025057.7827
4498,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,RED,,Thursday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,3/4/2022 5:00:00 AM,3/3/2022 5:00:00 AM,2022,"ALESTHER ST, QUEEN MARY ST",Central,5050012.00,Evening,Rawlson King,700,1900,372120.9123,5032151.5712
4499,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",ECHO,Automobile,GRY,,Saturday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,6/11/2022 5:00:00 AM,6/11/2022 5:00:00 AM,2022,"KING EDWARD AVE, STEWART ST",Central,5050050.00,Night,Stéphanie Plante,400,400,368635.8452,5032205.1698
4500,2013,FORD,,Automobile,WHI,,Saturday,N,Riverside Park,Ward 16 - River,Sector 34,3/5/2022 5:00:00 AM,3/5/2022 5:00:00 AM,2022,"BROOKFIELD RD, 200 W OF FLANNERY DR",East,5050003.00,Night,Riley Brockington,100,100,368506.7013,5026257.1502
4501,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,RED,,Monday,Y,Centrepointe,Ward 8 - College,Sector 15,8/8/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"PINETRAIL CRES W, WILDBRIAR WAY W",West,5050137.05,Night,Laine Johnson,1100,100,362729.8807,5022219.4943
4502,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,50000,Saturday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/11/2022 5:00:00 AM,6/11/2022 5:00:00 AM,2022,"CYPRESS GDN,HENRY GOULBURN WAY",West,5050151.06,,Glen Gower,500,,350156.7795,5013107.4193
4503,2008,MAZDA,MAZDA 3,Automobile,BLU,800,Sunday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,3/6/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"HENRI LAUZON ST, WILDBERRY CRT",East,5050125.07,Evening,Laura Dudas,1800,1800,380111.3639,5036472.2992
4504,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,SIL,46000,Monday,Y,Bells Corners East,Ward 8 - College,Sector 15,8/8/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"CHERRYWOOD DR N, TRINITY DR N",West,5050136.01,Night,Laine Johnson,500,500,358359.8531,5020169.4737
4505,2018,FORD,F150,Truck,WHI,,Sunday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,6/12/2022 5:00:00 AM,6/12/2022 5:00:00 AM,2022,"BRIDGESTONE DR, WAYMARK CRES",West,5050161.05,Night,Allan Hubley,1200,100,355348.4676,5016200.6665
4506,2018,HYUNDAI,,Automobile,BLU,,Sunday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,3/6/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"BOTSFORD ST S, DAUPHIN RD, SMYTH RD",East,5050009.00,Morning,Marty Carr,600,600,372243.8957,5029259.5318
4507,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,WHI,49000,Sunday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,8/8/2022 5:00:00 AM,8/7/2022 5:00:00 AM,2022,"HERON RD, BRIAR HILL DR, SANDALWOOD DR",East,5050007.02,Afternoon,Marty Carr,800,1700,371455.494,5027011.813
4508,2021,JEEP (1989 AND AFTER),GRAND CHEROKEE,Suv,WHI,,Sunday,Y,Greenbelt SouthEast,Ward 10 - Gloucester-Southgate,Sector 33,6/12/2022 5:00:00 AM,6/12/2022 5:00:00 AM,2022,"HUNT CLUB RD,HWY417 IC108 RAMP25",East,5050126.04,Night,Jessica Bradley,200,200,376365.4552,5027123.2477
4509,2020,LEXUS,,Automobile,BLK,,Sunday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,3/7/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"MARKLAND CRES N, ROBLYN WAY N",West,5050141.08,Evening,Wilson Lo,900,2300,365881.8917,5016349.4462
4510,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Automobile,RED,55000,Tuesday,Y,Glen Cairn - Kanata South Business Park,Ward 23 - Kanata South,Sector 13,8/9/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"TERRY FOX DR, TRANS CANADA TRAIL",West,5050162.01,Morning,Allan Hubley,600,600,353252.32,5015999.8085
4511,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,SIL,35000,Sunday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,6/12/2022 5:00:00 AM,6/12/2022 5:00:00 AM,2022,"BLOOMFIELD AVE, CHURCHILL AVE",Central,5050045.00,Morning,Jeff Leiper,800,800,363005.8827,5028751.5513
4512,2021,ACURA,RDX,Suv,GRY,,Sunday,N,Britannia Village,Ward 7 - Bay,Sector 14,3/7/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"PLOVER LANE, RICHLIN CRES W",West,5050030.00,Evening,Theresa Kavanagh,1200,2000,360465.8711,5025659.5228
4513,,NISSAN,ROGUE,Automobile,SIL,,Monday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,8/9/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"EWING ST, RAJ TER, WELSH PRIV",East,5050001.08,Evening,Jessica Bradley,800,2200,373714.9299,5026243.5242
4514,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,,Monday,N,Rockcliffe - Manor Park,Ward 13 - Rideau-Rockcliffe,Sector 25,6/13/2022 5:00:00 AM,6/13/2022 5:00:00 AM,2022,"FINTER ST, ST. LAURENT BLVD",Central,5050059.00,Morning,Rawlson King,600,600,370877.8986,5035422.6049
4515,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,53000,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/7/2022 5:00:00 AM,3/6/2022 5:00:00 AM,2022,"CARINA CRES, LOCHNAW PRIV",West,5050141.15,Evening,David Hill,700,2100,364776.76,5013087.5298
4516,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,BLK,,Sunday,N,Briar Green - Leslie Park,Ward 8 - College,Sector 15,8/9/2022 5:00:00 AM,8/7/2022 5:00:00 AM,2022,"MEADOWBANK DR, ANCONA CRES E, ASHGROVE CRES",West,5050137.04,Evening,Laine Johnson,1100,2100,361417.7097,5022457.1644
4517,2021,JEEP (1989 AND AFTER),,Automobile,BLK,,Monday,N,Centretown,Ward 14 - Somerset,Sector 23,8/9/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"METCALFE ST, GILMOUR ST",Central,5050037.00,Evening,Ariel Troster,1200,1800,368099.9726,5030960.2224
4518,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,RED,45000,Tuesday,Y,Greenbelt - Mer Bleue,Ward 10 - Gloucester-Southgate,Sector 31,8/9/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"RAMSAYVILLE RD, RUSSELL RD N",East,5050126.04,Night,Jessica Bradley,100,100,377777.9481,5026757.521
4519,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLU,,Monday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,8/9/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"BROADHEAD AVE, IONA ST",Central,5050033.02,Evening,Jeff Leiper,1200,2300,363816.5665,5028025.7114
4520,2016,NISSAN,ROGUE,Suv,BLK,,Monday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/9/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"BARTLEY CRES, MONTAVISTA AVE",West,5050140.05,Evening,David Hill,1800,2200,363746.878,5015015.4326
4521,2019,JEEP (1989 AND AFTER),,Automobile,GRY,,Tuesday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/9/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"GILMOUR ST, LYON ST N  ",Central,5050040.00,Morning,Ariel Troster,700,700,367455.5121,5030573.5448
4522,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,BLK,,Tuesday,N,Centrepointe,Ward 8 - College,Sector 15,8/10/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"PINETRAIL CRES E, ROCKCRESS GDN E",West,5050137.05,Evening,Laine Johnson,800,2200,362960.8814,5022333.4954
4523,2021,JEEP (1989 AND AFTER),GRAND CHEROKEE,Suv,WHI,,Tuesday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/10/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"ARDMORE ST, SUMMERHILL ST",East,5050126.04,Evening,Steve Desroches,900,2100,368074.9414,5014406.0714
4524,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLK,,Tuesday,N,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,8/10/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"ASTURCON ST, PALFREY WAY",West,5050151.08,Evening,Glen Gower,1100,1800,352709.159,5015177.3958
4525,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,WHI,,Tuesday,N,Britannia Village,Ward 7 - Bay,Sector 14,8/10/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"CROYDON AVE, STARFLOWER LANE",West,5050030.00,Evening,Theresa Kavanagh,300,2000,360450.871,5025361.5199
4526,2020,LEXUS,,Suv,GRY,,Monday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,8/10/2022 5:00:00 AM,8/8/2022 5:00:00 AM,2022,"CARLING AVE, TERON RD",West,5050160.11,Afternoon,Cathy Curry,1300,1200,351834.8165,5022269.4917
4527,2022,AUDI,Q3,Automobile,GRY,35900,Wednesday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,8/10/2022 5:00:00 AM,8/10/2022 5:00:00 AM,2022,"HUNTSVILLE DR, KANATA AVE",West,5050160.03,Night,Cathy Curry,800,0,349349.2909,5019617.3911
4528,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,RED,,Wednesday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,8/10/2022 5:00:00 AM,8/10/2022 5:00:00 AM,2022,"RUSSELL RD, SOUTHVALE CRES N",East,5050010.00,Evening,Marty Carr,200,2100,373800.7406,5029099.0749
4529,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,50000,Thursday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,8/11/2022 5:00:00 AM,8/11/2022 5:00:00 AM,2022,"QUEEN ELIZABETH DRWY, THIRD AVE",Central,5050018.00,Night,Shawn Menard,1000,200,368813.5128,5029824.8688
4530,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,BLK,,Wednesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/11/2022 5:00:00 AM,8/10/2022 5:00:00 AM,2022,"CHARLOTTE ST, DESJARDINS AVE",Central,5050053.00,Evening,Stéphanie Plante,1500,2100,369022.8989,5033202.5874
4531,2019,CHEVROLET,,Automobile,BLK,,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/11/2022 5:00:00 AM,8/3/2022 5:00:00 AM,2022,"BROAD COVE CRES, DAMSELFLY WAY",West,5050141.15,Evening,David Hill,900,1900,364999.9903,5011584.6114
4532,2010,DODGE,,Automobile,WHI,,Tuesday,N,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,8/11/2022 5:00:00 AM,8/9/2022 5:00:00 AM,2022,"BOYER RD, NOTRE DAME ST",East,5050125.07,Evening,Laura Dudas,1100,2000,380448.9321,5036733.5792
4533,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLK,,Wednesday,Y,Bells Corners East,Ward 8 - College,Sector 15,8/11/2022 5:00:00 AM,8/10/2022 5:00:00 AM,2022,"LYNHAR RD, STINSON AVE",West,5050136.01,Evening,Laine Johnson,1000,2300,358339.8543,5020739.4788
4534,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,GRY,40000,Thursday,Y,Bells Corners East,Ward 8 - College,Sector 15,8/11/2022 5:00:00 AM,8/11/2022 5:00:00 AM,2022,"ASHFORD DR, ELMSLEY CRES",West,5050136.01,Morning,Laine Johnson,600,600,358012.8513,5019986.4719
4535,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,RED,,Thursday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/11/2022 5:00:00 AM,8/11/2022 5:00:00 AM,2022,"CUMBERLAND ST, MURRAY ST",Central,5050056.00,Afternoon,Stéphanie Plante,1200,1200,368170.8971,5032678.5833
4536,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Wednesday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,8/11/2022 5:00:00 AM,8/10/2022 5:00:00 AM,2022,"REDPINE DR, SAGINAW CRES",West,5050131.01,Evening,Sean Devine,1200,2200,365871.896,5023548.5069
4537,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,SIL,42000,Thursday,N,Riverside Park,Ward 16 - River,Sector 34,8/12/2022 5:00:00 AM,8/11/2022 5:00:00 AM,2022,"NORBERRY CRES N, SPRINGLAND DR",East,5050003.00,Evening,Riley Brockington,600,2100,368816.5013,5025888.5643
4538,2021,VOLKSWAGEN,TIGUAN,Automobile,SIL,,Wednesday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,8/12/2022 5:00:00 AM,6/8/2022 5:00:00 AM,2022,"HUNTMAR DR, PALLADIUM DR S",West,5050300.00,,Glen Gower,900,,349675.7878,5017364.4537
4539,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,WHI,,Thursday,N,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,8/12/2022 5:00:00 AM,7/21/2022 5:00:00 AM,2022,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,,Jessica Bradley,900,,370343.1152,5020748.3233
4540,2008,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,WHI,,Friday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/13/2022 5:00:00 AM,8/12/2022 5:00:00 AM,2022,"BELFAST RD, LAGAN WAY",East,5050011.01,Evening,Marty Carr,200,2100,372980.9192,5030622.5575
4541,,LINCOLN-CONTINENTAL,,Automobile,BLK,,Saturday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,8/13/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"MONTREAL RD, NORTH RIVER RD",Central,5050101.00,Afternoon,Stéphanie Plante,1700,1700,369742.2587,5032887.5534
4542,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,62000,Friday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/13/2022 5:00:00 AM,8/12/2022 5:00:00 AM,2022,"PAUL METIVIER DR, GLENDORE ST",West,5050141.12,Evening,Wilson Lo,600,2200,365781.5238,5014645.8525
4543,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Automobile,BLU,,Saturday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/13/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"FLINT CRT, OTTEN DR",West,5050140.06,Night,David Hill,800,200,361777.8664,5015652.4355
4544,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,BLU,40000,Saturday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,8/14/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"GOLDRIDGE DR, AFTON PL, GRENGOLD WAY",West,5050160.03,Evening,Cathy Curry,800,1800,350016.1235,5019467.2861
4545,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Truck,GRY,55000,Saturday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/14/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"FLINT CRT, RAFTUS SQ",West,5050140.06,Morning,David Hill,200,1100,361628.8656,5015563.4344
4546,2019,RAM TRUCKS,,Truck,WHI,62000,Sunday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,8/14/2022 5:00:00 AM,8/14/2022 5:00:00 AM,2022,"UPLANDS DR, UPLANDS DR RAMP 24",East,5050127.00,Night,Jessica Bradley,800,300,371265.1901,5021354.1486
4547,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,SIL,38000,Saturday,N,Glen Cairn - Kanata South Business Park,Ward 23 - Kanata South,Sector 13,8/14/2022 5:00:00 AM,8/13/2022 5:00:00 AM,2022,"CASTLEFRANK RD, CASTLEFRANK RD, CASTLEFRANK RD",West,5050162.02,Evening,Allan Hubley,600,2200,352769.811,5017529.4514
